"","condition","metric","year","lga_code_16","point","lower","upper","se","RSE","EP","ERP"
"811","Coronary heart disease","ASYLL per 100000",2020,58890,778.876937844379,468.684106922661,1151.10165005448,179.291129271953,23.0191857738347,0.573869047619048,1698.76923076923
"812","Coronary heart disease","ASYLL per 100000",2020,59030,921.39445901097,513.011917613375,1435.08041903881,244.949520555705,26.5846530940326,0.79327380952381,585.846153846154
"813","Coronary heart disease","ASYLL per 100000",2020,59100,715.353163967849,423.417275097215,1078.6340630229,170.217974983695,23.7949566112977,0.417916666666667,1492.61538461538
"814","Coronary heart disease","ASYLL per 100000",2020,59170,818.247628046159,504.084026007834,1218.36834942546,185.420340664711,22.6606633871294,0.653928571428571,1959.53846153846
"815","Coronary heart disease","ASYLL per 100000",2020,59250,1283.92839488396,702.501082126257,1997.22852985075,341.981062164822,26.6355244986796,0.979880952380952,1844.30769230769
"816","Coronary heart disease","ASYLL per 100000",2020,59310,891.268797974383,548.409065333182,1313.39945754826,199.347777714124,22.3667403332405,0.79,2793.38461538462
"817","Coronary heart disease","ASYLL per 100000",2020,59320,778.057065073506,423.81598884626,1201.07930350322,203.565287141573,26.1632849670662,0.561071428571429,854.461538461538
"818","Coronary heart disease","ASYLL per 100000",2020,59330,774.07751338562,450.097071998569,1147.02419400727,180.533695699375,23.3224312265275,0.562321428571429,1048
"819","Coronary heart disease","ASYLL per 100000",2020,59340,1631.72803255327,1095.08438291069,2232.59980590034,294.795742336222,18.0664753227862,1,15617.2307692308
"820","Coronary heart disease","ASYLL per 100000",2020,59350,896.463652401892,509.982759787703,1354.55950461275,221.482007992547,24.7061894142758,0.771607142857143,748.615384615385
"821","Coronary heart disease","ASYLL per 100000",2020,59360,830.170779580109,503.099883556323,1198.04868151825,181.063677491402,21.8104132240095,0.685833333333333,2811.23076923077
"822","Coronary heart disease","ASYLL per 100000",2020,59370,773.733955446757,544.329841016708,1047.29519795019,130.145600829195,16.8204587523949,0.581785714285714,7065.84615384615
"823","Coronary heart disease","ASYLD per 100000",2015,50080,344.709564873112,335.992803437661,353.549948795402,4.46634270054467,1.29568284598913,1,72671.6923076923
"824","Coronary heart disease","ASYLD per 100000",2015,50210,221.103718303563,216.300343108515,225.893944043297,2.42905644069008,1.09860497115436,0.0141875,150279.692307692
"825","Coronary heart disease","ASYLD per 100000",2015,50250,350.600160045243,328.385254387946,371.186870700262,11.0189748388876,3.14288927804988,1,23463.0769230769
"826","Coronary heart disease","ASYLD per 100000",2015,50280,208.826678203601,200.023809192875,217.806606798493,4.56521078016526,2.18612431104913,6.25e-05,27826.6153846154
"827","Coronary heart disease","ASYLD per 100000",2015,50350,294.91302993145,284.317651233019,304.841251571243,5.27933666705194,1.79013340586514,1,30927.0769230769
"828","Coronary heart disease","ASYLD per 100000",2015,50420,267.406837302028,261.797194762402,273.988105765418,3.08730579993449,1.15453510130239,1,135014
"829","Coronary heart disease","ASYLD per 100000",2015,50490,262.710022107054,256.145378949328,269.545503324808,3.44468131357581,1.31121046922683,1,78813.8461538462
"830","Coronary heart disease","ASYLD per 100000",2015,50560,659.016566433971,607.202072736658,712.059652951854,26.7932385624738,4.06563961016271,1,3392.61538461538
"831","Coronary heart disease","ASYLD per 100000",2015,50630,291.235763074952,264.723727343768,319.678430170897,13.9813884764574,4.80071139919009,1,3971.23076923077
"832","Coronary heart disease","ASYLD per 100000",2015,50770,584.450000285609,535.040219962541,633.539222215388,25.1807411720404,4.30845087855849,1,3353.07692307692
"833","Coronary heart disease","ASYLD per 100000",2015,50840,603.720142190485,573.335463670482,636.827793554951,16.1201793536816,2.67014105164565,1,9149.69230769231
"834","Coronary heart disease","ASYLD per 100000",2015,50910,565.054208746703,503.780567536948,630.001405983955,32.3041988565877,5.71700880314453,1,1979.53846153846
"835","Coronary heart disease","ASYLD per 100000",2015,50980,235.548732004726,226.577973464994,244.265188898912,4.51108724586385,1.9151396857332,0.9795,32889.5384615385
"836","Coronary heart disease","ASYLD per 100000",2015,51080,391.058311914685,348.369070274415,435.944397888208,22.4178341929715,5.73260649625631,1,2326.15384615385
"837","Coronary heart disease","ASYLD per 100000",2015,51120,612.350042542112,547.643135562298,680.431109991829,34.1349103507479,5.57441136266442,1,1934.61538461538
"838","Coronary heart disease","ASYLD per 100000",2015,51190,359.021435998958,349.958312095916,368.084844762182,4.6436780825279,1.29342641327449,1,64566.6153846154
"839","Coronary heart disease","ASYLD per 100000",2015,51260,276.364646156858,268.775154750107,283.665532582849,3.78234402423316,1.36860632386618,1,70148.1538461538
"840","Coronary heart disease","ASYLD per 100000",2015,51310,234.044395031925,226.921805033846,241.642431843006,3.75384780840724,1.60390416864936,0.9808125,55168.9230769231
"841","Coronary heart disease","ASYLD per 100000",2015,51330,224.863313857939,220.184150570538,229.584611411366,2.39645689597831,1.06573938401188,0.2594375,183436.769230769
"842","Coronary heart disease","ASYLD per 100000",2015,51400,199.399977002985,191.550617189417,207.642392702217,4.09354994262557,2.05293400939775,0,32447.6923076923
"843","Coronary heart disease","ASYLD per 100000",2015,51470,577.417531458966,495.406620677471,661.435856368495,42.7644045561088,7.4061493159128,1,1152.46153846154
"844","Coronary heart disease","ASYLD per 100000",2015,51540,326.417746503919,310.023078054925,345.316108418499,8.96769639832628,2.74730663218356,1,11503.6923076923
"845","Coronary heart disease","ASYLD per 100000",2015,51610,258.921848806406,227.542185229915,290.64612721721,16.0849320571658,6.21227298171827,0.982875,2688.76923076923
"846","Coronary heart disease","ASYLD per 100000",2015,51680,347.243385426298,328.739382361511,366.800560790875,9.77412289213599,2.81477583227011,1,10260.6153846154
"847","Coronary heart disease","ASYLD per 100000",2015,51750,316.793981783746,303.159383593391,330.152399767998,6.92968439679541,2.18744193238047,1,20584.1538461538
"848","Coronary heart disease","ASYLD per 100000",2015,51820,194.398596798028,190.514351452703,198.469109923001,2.03986773127639,1.04932225071343,0,205608.461538462
"849","Coronary heart disease","ASYLD per 100000",2015,51890,409.901441290655,393.583078380124,426.458733407035,8.36724061894676,2.04128109249894,1,18115.2307692308
"850","Coronary heart disease","ASYLD per 100000",2015,51960,243.275939681558,226.436139257867,261.333514533279,8.85625880578302,3.64041705783797,0.974875,7716
"851","Coronary heart disease","ASYLD per 100000",2015,52030,746.648559695241,672.580419228801,821.475534769615,38.3810335173093,5.14044164673341,1,2141.23076923077
"852","Coronary heart disease","ASYLD per 100000",2015,52100,485.964015631895,439.896325792364,535.443944570272,24.5680651002581,5.05553174926182,1,2295.53846153846
"853","Coronary heart disease","ASYLD per 100000",2015,52170,307.090453449294,292.457820872085,321.927617061912,7.51857134373948,2.44832467414391,1,16421.6923076923
"854","Coronary heart disease","ASYLD per 100000",2015,52240,437.954896753258,389.483000925817,484.426135024213,24.4949028278449,5.59301951169761,1,2197.84615384615
"855","Coronary heart disease","ASYLD per 100000",2015,52310,568.780708850582,509.745011048184,630.750119182014,30.8932918210821,5.43149430709643,1,1750.30769230769
"856","Coronary heart disease","ASYLD per 100000",2015,52380,1388.05947027611,1161.74718089032,1653.12012441706,125.623347313558,9.05028566885317,1,462.769230769231
"857","Coronary heart disease","ASYLD per 100000",2015,52450,251.892389782244,225.769346690255,280.165243736211,13.9699433262443,5.54599658144538,0.973375,2779.69230769231
"858","Coronary heart disease","ASYLD per 100000",2015,52520,237.33652302258,211.197153021757,266.935577584508,14.2482579737157,6.00339879941703,0.7853125,2765.84615384615
"859","Coronary heart disease","ASYLD per 100000",2015,52590,390.297776790392,365.571830082506,417.634639139027,13.2990315160624,3.40740642322557,1,6545.07692307692
"860","Coronary heart disease","ASYLD per 100000",2015,52660,260.232120579647,250.475299619806,270.564535889276,5.15253391807594,1.97997614844742,1,27170.6153846154
"861","Coronary heart disease","ASYLD per 100000",2015,52730,425.856561094576,403.712626589033,449.967430849653,11.922843662503,2.79973229292459,1,11518.7692307692
"862","Coronary heart disease","ASYLD per 100000",2015,52800,282.202674778016,269.623539986742,295.654328980417,6.69309491280268,2.37173333600312,1,17311.6923076923
"863","Coronary heart disease","ASYLD per 100000",2015,52870,336.616839280035,317.911236838797,355.514229061627,9.60922229663759,2.85464693839739,1,11494
"864","Coronary heart disease","ASYLD per 100000",2015,52940,481.21997911417,415.073527130593,548.348033364129,34.3346455020289,7.13491687631758,1,1396
"865","Coronary heart disease","ASYLD per 100000",2015,53010,346.5100553151,298.010299709299,401.342226505428,26.6711519472845,7.69707878261455,1,1311.69230769231
"866","Coronary heart disease","ASYLD per 100000",2015,53080,617.913509209737,551.039564087408,685.84705250841,34.23079157504,5.53973833956446,1,1914.15384615385
"867","Coronary heart disease","ASYLD per 100000",2015,53150,260.83112617262,247.847811251555,275.1197792748,6.94546846136102,2.66282194279392,1,15224.9230769231
"868","Coronary heart disease","ASYLD per 100000",2015,53220,242.225060199052,227.432879572343,257.996160466938,7.83672310714445,3.23530649582851,0.98075,22727.2307692308
"869","Coronary heart disease","ASYLD per 100000",2015,53290,312.59379359785,300.486437504053,323.618418478541,5.88130050643596,1.8814514641331,1,28399.6923076923
"870","Coronary heart disease","ASYLD per 100000",2015,53360,248.290053357173,228.777507253919,269.10642322312,10.3557748715826,4.1708375875555,0.9854375,5278.92307692308
"871","Coronary heart disease","ASYLD per 100000",2015,53430,278.677670215877,270.866266053769,286.576291273321,4.02542434508208,1.44447323029642,1,59425.2307692308
"872","Coronary heart disease","ASYLD per 100000",2015,53570,452.62001600001,428.619262320273,476.105870632414,12.1880948735091,2.69278742491779,1,10231.8461538462
"873","Coronary heart disease","ASYLD per 100000",2015,53640,273.909004751029,243.36363342278,306.237126187516,16.1131080912568,5.88265000849568,0.999125,2546.46153846154
"874","Coronary heart disease","ASYLD per 100000",2015,53710,449.488296098937,401.138997791626,497.344576800259,24.6942388270375,5.49385580033035,1,2040.92307692308
"875","Coronary heart disease","ASYLD per 100000",2015,53780,231.146989310534,226.767188987401,235.499050853815,2.24681287878919,0.972027749740973,0.9835,234722.615384615
"876","Coronary heart disease","ASYLD per 100000",2015,53800,310.386655234542,302.447163723122,318.223407056782,3.99498757634151,1.28710030182281,1,77439.5384615385
"877","Coronary heart disease","ASYLD per 100000",2015,53920,271.342412769949,253.045441740452,291.184385092926,9.72062939454263,3.58242166984195,1,7394.46153846154
"878","Coronary heart disease","ASYLD per 100000",2015,53990,253.77528226853,246.114191840336,261.639888998672,3.9717469456314,1.56506453667491,1,51247.5384615385
"879","Coronary heart disease","ASYLD per 100000",2015,54060,560.964015754682,529.165604609095,595.982010378271,17.0465036572427,3.03878736933055,1,7220.15384615385
"880","Coronary heart disease","ASYLD per 100000",2015,54130,348.757009790627,308.928974471446,391.566407442696,21.2667699915793,6.09787599806141,1,2234.46153846154
"881","Coronary heart disease","ASYLD per 100000",2015,54170,278.064252062905,272.522004416606,282.91223158279,2.64593049934012,0.951553635431549,1,322492.769230769
"882","Coronary heart disease","ASYLD per 100000",2015,54200,292.126933700372,285.543931323113,298.891560759999,3.37641716741045,1.15580481561264,1,115452.307692308
"883","Coronary heart disease","ASYLD per 100000",2015,54280,276.335158156616,268.616889152311,284.042832176457,3.94545866192371,1.42778019570263,1,62560.7692307692
"884","Coronary heart disease","ASYLD per 100000",2015,54310,297.243555444659,285.042043692322,309.336440913908,6.19477035065412,2.08407221525361,1,45800.6153846154
"885","Coronary heart disease","ASYLD per 100000",2015,54340,332.816220827035,312.698325961777,354.214685631515,10.7131233731242,3.21893065984058,1,8487.23076923077
"886","Coronary heart disease","ASYLD per 100000",2015,54410,551.642601925837,497.935761351113,606.216160126361,27.8848559422935,5.05487716955594,1,2440.61538461538
"887","Coronary heart disease","ASYLD per 100000",2015,54480,368.376974842633,306.458482669951,434.340018179074,32.8856950304062,8.92718526842093,1,1107.53846153846
"888","Coronary heart disease","ASYLD per 100000",2015,54550,443.146083729803,408.13304662701,479.589124274625,18.3485331985415,4.14051570626743,1,4038.61538461538
"889","Coronary heart disease","ASYLD per 100000",2015,54620,319.630455926651,277.887056765343,361.350561820543,21.2908393595621,6.66107968273459,1,1912.92307692308
"890","Coronary heart disease","ASYLD per 100000",2015,54690,587.103212971837,488.444763798452,688.685019895472,51.2049998367429,8.72163508994442,1,865.692307692308
"891","Coronary heart disease","ASYLD per 100000",2015,54760,306.68662162356,265.435774141793,350.868148802691,21.8207819749589,7.11500940583662,0.9999375,1626.15384615385
"892","Coronary heart disease","ASYLD per 100000",2015,54830,200.222405045046,194.732006612201,205.823457986675,2.83530995929221,1.41608026267306,0,72871.3846153846
"893","Coronary heart disease","ASYLD per 100000",2015,54900,328.709843739629,291.512380040606,368.738786078195,19.8669622421656,6.04392068583811,1,2690
"894","Coronary heart disease","ASYLD per 100000",2015,54970,325.031331971122,286.38004796807,365.045378863501,20.1558773470824,6.20121058017667,1,2473.07692307692
"895","Coronary heart disease","ASYLD per 100000",2015,55040,224.06110102884,195.700849751613,251.457822714949,14.1507215832757,6.31556370931798,0.436875,3942.92307692308
"896","Coronary heart disease","ASYLD per 100000",2015,55110,397.074546360665,389.007730532695,404.785481605299,4.03580741478966,1.01638532406051,1,157375.692307692
"897","Coronary heart disease","ASYLD per 100000",2015,55180,400.223727111765,383.502661947906,416.874237366017,8.52210170053969,2.12933445051843,1,18777.3846153846
"898","Coronary heart disease","ASYLD per 100000",2015,55250,533.105067147954,483.853173686563,582.832102356618,25.521439348041,4.78731884590358,1,2449.84615384615
"899","Coronary heart disease","ASYLD per 100000",2015,55320,308.95086619965,303.157720089093,315.090129127275,3.04409282082035,0.985299979334965,1,204488
"900","Coronary heart disease","ASYLD per 100000",2015,55390,219.688479283682,179.671050872427,262.09040266142,21.1372620648706,9.62147042657445,0.3783125,920.461538461538
"901","Coronary heart disease","ASYLD per 100000",2015,55460,297.31753424318,277.82708381918,318.043949207328,10.3609539706797,3.48481094364428,1,6757.84615384615
"902","Coronary heart disease","ASYLD per 100000",2015,55530,359.089926626685,297.137559050683,422.787460577122,32.0597217672754,8.92804821022038,1,930.307692307692
"903","Coronary heart disease","ASYLD per 100000",2015,55600,372.972916834809,344.747081421309,402.932667039922,14.7966249167089,3.96721162551929,1,4974
"904","Coronary heart disease","ASYLD per 100000",2015,55670,407.158461904046,355.968406328855,458.713540326772,26.584068264185,6.52917002875654,1,1610.92307692308
"905","Coronary heart disease","ASYLD per 100000",2015,55740,244.203931577043,232.817762778971,256.3411165035,6.02818309903164,2.46850370512149,0.998875,18278.7692307692
"906","Coronary heart disease","ASYLD per 100000",2015,55810,721.925992171889,635.056153243181,810.161349484425,44.951525012431,6.22661124545411,1,1158.30769230769
"907","Coronary heart disease","ASYLD per 100000",2015,55880,512.835279454114,432.080844484079,596.467978789663,42.4879114178212,8.28490416319395,1,1061.23076923077
"908","Coronary heart disease","ASYLD per 100000",2015,55950,341.208296387138,285.796236474765,402.941898942867,29.8242656278047,8.74077973589653,1,1071.23076923077
"909","Coronary heart disease","ASYLD per 100000",2015,56090,332.473231263642,323.922772065115,340.945552221695,4.36522767994457,1.31295613284519,1,77552.6153846154
"910","Coronary heart disease","ASYLD per 100000",2015,56160,254.270594220788,186.555883662341,329.368904656052,36.8794460016007,14.5040153442114,0.784375,284
"911","Coronary heart disease","ASYLD per 100000",2015,56230,417.424197443318,404.65151299861,431.507788431557,6.86003005604625,1.64341935567302,1,32342.9230769231
"912","Coronary heart disease","ASYLD per 100000",2015,56300,543.210577562633,490.703062538681,600.643512903922,28.1102525537432,5.17483526920129,1,2680
"913","Coronary heart disease","ASYLD per 100000",2015,56370,532.09111925185,468.130504645721,599.594156409773,33.6250158286305,6.31940932897153,1,1669.69230769231
"914","Coronary heart disease","ASYLD per 100000",2015,56460,398.276475432028,377.70965805797,419.990008837124,10.8887004317291,2.73395520534264,1,10425.0769230769
"915","Coronary heart disease","ASYLD per 100000",2015,56580,288.143806356496,278.723962365973,297.740289301416,4.81286662677492,1.67030021836401,1,44574.9230769231
"916","Coronary heart disease","ASYLD per 100000",2015,56620,173.17164659737,154.681175821009,194.034641986873,10.022012258281,5.78732861597286,0,3292.61538461538
"917","Coronary heart disease","ASYLD per 100000",2015,56730,311.576701625594,298.948333345954,324.266958240865,6.47120878290812,2.07692319391847,1,22123.6923076923
"918","Coronary heart disease","ASYLD per 100000",2015,56790,538.183729120836,503.140228927538,575.670227557386,18.4447762207639,3.42722665564321,1,6491.07692307692
"919","Coronary heart disease","ASYLD per 100000",2015,56860,631.300733451653,497.300391827971,767.551927206058,69.6033304530498,11.0253840625991,1,496
"920","Coronary heart disease","ASYLD per 100000",2015,56930,349.249385845247,315.293298567484,384.192207922724,17.8247934978109,5.1037436915377,1,3377.84615384615
"921","Coronary heart disease","ASYLD per 100000",2015,57000,337.119729484592,281.647033483494,390.989740876429,27.8057931540023,8.24804682790692,1,1445.07692307692
"922","Coronary heart disease","ASYLD per 100000",2015,57080,173.105436123441,166.407587100585,179.669554779771,3.36343005406882,1.94299504937001,0,49308.1538461538
"923","Coronary heart disease","ASYLD per 100000",2015,57140,689.677146460531,627.613975512941,754.229584856649,32.4880057557536,4.71061074337234,1,2375.38461538462
"924","Coronary heart disease","ASYLD per 100000",2015,57210,425.442182483478,402.536757673486,447.715036569487,11.5041788939804,2.70405224672971,1,10227.2307692308
"925","Coronary heart disease","ASYLD per 100000",2015,57280,282.197593692973,271.033483995117,293.581138812628,5.83626415349565,2.06814809336944,1,30538.3076923077
"926","Coronary heart disease","ASYLD per 100000",2015,57350,1206.23803907662,1105.6822405239,1314.95803319858,53.6103997655735,4.4444295428299,1,2095.23076923077
"927","Coronary heart disease","ASYLD per 100000",2015,57420,341.828380153687,309.957076596305,374.921094545554,16.6219114903761,4.86264817535128,1,3863.84615384615
"928","Coronary heart disease","ASYLD per 100000",2015,57490,241.770783813321,237.151274769342,246.501747915359,2.38548516435239,0.986672221815808,1,240336.461538462
"929","Coronary heart disease","ASYLD per 100000",2015,57630,1249.52904905162,979.415229402157,1524.35714203681,140.141844540743,11.2155731511092,1,199.076923076923
"930","Coronary heart disease","ASYLD per 100000",2015,57700,187.891986498562,181.973052284358,194.30607900083,3.17454196246238,1.68955686808212,0,48189.3846153846
"931","Coronary heart disease","ASYLD per 100000",2015,57770,505.570187791974,445.181249414318,569.798285884433,31.9029215082022,6.3102853527687,1,1855.69230769231
"932","Coronary heart disease","ASYLD per 100000",2015,57840,229.111963981684,223.102369633547,235.163069133237,3.07603543162999,1.34259048640337,0.816625,87300.3076923077
"933","Coronary heart disease","ASYLD per 100000",2015,57910,239.774856883988,235.253982638094,244.457611462653,2.35661000776403,0.982842837814413,1,428400.769230769
"934","Coronary heart disease","ASYLD per 100000",2015,57980,227.453453766373,218.994435673352,236.146616021483,4.38246207609841,1.92675116755968,0.5969375,33005.3846153846
"935","Coronary heart disease","ASYLD per 100000",2015,58050,211.261619848353,207.275013206107,215.327039449504,2.04545971223667,0.968211695860767,0,254496.461538462
"936","Coronary heart disease","ASYLD per 100000",2015,58190,306.160090781116,254.615820069847,364.680273689771,28.4436554977723,9.29045174542608,0.9991875,820.461538461538
"937","Coronary heart disease","ASYLD per 100000",2015,58260,348.733834197217,297.58860339641,399.969371436296,26.1227604795322,7.49074449276384,1,1242.61538461538
"938","Coronary heart disease","ASYLD per 100000",2015,58330,625.649592292009,593.566848676016,659.571496460584,16.8342623711657,2.69068542177018,1,9021.38461538462
"939","Coronary heart disease","ASYLD per 100000",2015,58400,782.260054414678,662.677156080161,915.911758656937,64.6061053440572,8.25890379797014,1,718.769230769231
"940","Coronary heart disease","ASYLD per 100000",2015,58470,303.317987753768,237.922919023167,377.991712973529,35.9286788615853,11.8452186524302,0.9930625,545.692307692308
"941","Coronary heart disease","ASYLD per 100000",2015,58510,227.0897755697,220.789205990642,233.900525832976,3.34001779736003,1.47079179984256,0.582375,71122.3076923077
"942","Coronary heart disease","ASYLD per 100000",2015,58540,431.943079320291,382.311151324207,483.434135693997,25.6162212008781,5.93046223617889,1,1858.76923076923
"943","Coronary heart disease","ASYLD per 100000",2015,58570,180.418483103634,174.743133584509,186.14443046474,2.89046145793814,1.60208721867916,0,69630.7692307692
"944","Coronary heart disease","ASYLD per 100000",2015,58610,564.636190681625,519.843849343809,613.522889750573,23.985473594541,4.24795186535704,1,3760.76923076923
"945","Coronary heart disease","ASYLD per 100000",2015,58680,401.556609921256,327.811630719321,473.644582465398,37.3571775876337,9.30309118680909,1,877.230769230769
"946","Coronary heart disease","ASYLD per 100000",2015,58760,175.892461504828,172.418086614135,178.925414292773,1.66883712414704,0.948782631085777,0,358399.538461538
"947","Coronary heart disease","ASYLD per 100000",2015,58820,360.752335827909,339.021513403588,383.316712475399,11.3266561838628,3.13973190440157,1,7936.61538461538
"948","Coronary heart disease","ASYLD per 100000",2015,58890,589.24262460882,517.663289877901,666.547591584389,37.8267095753123,6.41954739788627,1,1698.76923076923
"949","Coronary heart disease","ASYLD per 100000",2015,59030,357.467669622454,283.005573208275,439.30553671523,40.3522664931322,11.2883681301168,1,585.846153846154
"950","Coronary heart disease","ASYLD per 100000",2015,59100,649.410938352298,569.101221985124,730.781110345439,41.6336318921353,6.4109840831707,1,1492.61538461538
"951","Coronary heart disease","ASYLD per 100000",2015,59170,359.633588906791,318.617182260813,399.865268233808,20.885960686557,5.8075667375914,1,1959.53846153846
"952","Coronary heart disease","ASYLD per 100000",2015,59250,306.285415346753,262.020758063503,352.378714902681,23.049010585051,7.52533729330752,0.9999375,1844.30769230769
"953","Coronary heart disease","ASYLD per 100000",2015,59310,347.624006397441,313.019794231545,384.270692687997,18.1659916455103,5.22575866775468,1,2793.38461538462
"954","Coronary heart disease","ASYLD per 100000",2015,59320,439.769986540734,370.499493941812,513.532129363344,36.5139766431499,8.3029714988901,1,854.461538461538
"955","Coronary heart disease","ASYLD per 100000",2015,59330,872.272975666074,757.184481757442,994.41702250635,61.1079515411165,7.00559953659622,1,1048
"956","Coronary heart disease","ASYLD per 100000",2015,59340,280.500785961882,266.489387361969,294.43088712853,7.17676569010292,2.55855457427424,1,15617.2307692308
"957","Coronary heart disease","ASYLD per 100000",2015,59350,225.93307959765,183.34123861291,273.066431819,23.1907567998967,10.26443619553,0.492625,748.615384615385
"958","Coronary heart disease","ASYLD per 100000",2015,59360,385.923198621575,348.724271488076,424.711138868538,19.4984056799598,5.05240569875132,1,2811.23076923077
"959","Coronary heart disease","ASYLD per 100000",2015,59370,515.055030748514,483.285008304245,546.795929389006,16.1788365219469,3.14118600073369,1,7065.84615384615
"960","Coronary heart disease","ASYLD per 100000",2016,50080,365.342966313367,356.037108059782,374.558356707324,4.72817322624205,1.29417387556506,1,72671.6923076923
"961","Coronary heart disease","ASYLD per 100000",2016,50210,223.376578003838,218.6889039106,228.303958106801,2.44566864007308,1.0948635089356,0.110625,150279.692307692
"962","Coronary heart disease","ASYLD per 100000",2016,50250,426.258038005498,399.571685651416,451.64987365327,13.4280352121131,3.15021278541613,1,23463.0769230769
"963","Coronary heart disease","ASYLD per 100000",2016,50280,218.27201599327,209.145700229825,227.740515554855,4.77838659623131,2.18918883141604,0.046625,27826.6153846154
"964","Coronary heart disease","ASYLD per 100000",2016,50350,308.449296886116,297.896142683474,319.248763511173,5.48717937075981,1.77895667980263,1,30927.0769230769
"965","Coronary heart disease","ASYLD per 100000",2016,50420,273.636486615896,267.861537533673,279.907778723128,3.06759532509655,1.12104762162165,1,135014
"966","Coronary heart disease","ASYLD per 100000",2016,50490,270.788230842651,263.958198154918,277.841353075344,3.54997234545337,1.31097733989635,1,78813.8461538462
"967","Coronary heart disease","ASYLD per 100000",2016,50560,652.429676865843,600.752069669681,704.447523264929,26.4983413107596,4.06148620308826,1,3392.61538461538
"968","Coronary heart disease","ASYLD per 100000",2016,50630,323.332499161305,294.090537030795,354.650645251539,15.4824526068844,4.78839975784818,1,3971.23076923077
"969","Coronary heart disease","ASYLD per 100000",2016,50770,593.246566874335,543.663009814803,644.020156517805,25.6261507673603,4.31964586030022,1,3353.07692307692
"970","Coronary heart disease","ASYLD per 100000",2016,50840,632.013489761259,598.966843857703,664.950125089671,16.8862555998669,2.67181885725978,1,9149.69230769231
"971","Coronary heart disease","ASYLD per 100000",2016,50910,528.391914197028,471.726808773547,589.322547727548,30.1993745248681,5.715336233099,1,1979.53846153846
"972","Coronary heart disease","ASYLD per 100000",2016,50980,248.810747742216,239.850571462066,258.584585532035,4.73514439058493,1.90311087183856,1,32889.5384615385
"973","Coronary heart disease","ASYLD per 100000",2016,51080,365.248115767765,326.211546688004,408.173015064553,20.9220022242581,5.72816157594113,1,2326.15384615385
"974","Coronary heart disease","ASYLD per 100000",2016,51120,575.973700989423,513.239397124846,637.469246972569,32.0587097433529,5.56600235189238,1,1934.61538461538
"975","Coronary heart disease","ASYLD per 100000",2016,51190,376.558414627459,366.877305181097,385.987054311928,4.88165689308651,1.29638767942979,1,64566.6153846154
"976","Coronary heart disease","ASYLD per 100000",2016,51260,295.675848334911,288.179113573229,303.968719113345,4.03864656018893,1.36590343206333,1,70148.1538461538
"977","Coronary heart disease","ASYLD per 100000",2016,51310,242.666096416091,235.103267123051,250.367783929846,3.86842117619035,1.59413335168062,0.9999375,55168.9230769231
"978","Coronary heart disease","ASYLD per 100000",2016,51330,231.267972542899,226.322163355043,236.027511305173,2.44113756586633,1.05554501949616,0.977375,183436.769230769
"979","Coronary heart disease","ASYLD per 100000",2016,51400,207.166349836662,198.85701777312,215.643491368243,4.26824793558692,2.06029982135235,6.25e-05,32447.6923076923
"980","Coronary heart disease","ASYLD per 100000",2016,51470,452.992146345348,386.508462717502,517.159897500635,33.6274381143258,7.42340422138119,1,1152.46153846154
"981","Coronary heart disease","ASYLD per 100000",2016,51540,325.706152591804,308.094039819374,342.804189698203,8.93191922776453,2.74232437941035,1,11503.6923076923
"982","Coronary heart disease","ASYLD per 100000",2016,51610,319.002323606599,281.554108325971,359.453763206078,19.8244860987762,6.214527177935,1,2688.76923076923
"983","Coronary heart disease","ASYLD per 100000",2016,51680,367.181012928572,347.151375217467,387.483168345995,10.3719595062064,2.82475377021307,1,10260.6153846154
"984","Coronary heart disease","ASYLD per 100000",2016,51750,328.915101631032,315.01548450913,343.1728109987,7.20571198226367,2.1907513356887,1,20584.1538461538
"985","Coronary heart disease","ASYLD per 100000",2016,51820,200.780668552525,196.678482160237,205.011392427211,2.12615138144173,1.0589422760516,0,205608.461538462
"986","Coronary heart disease","ASYLD per 100000",2016,51890,438.150590948549,420.667842954818,456.097042629981,9.01111745506386,2.0566256536493,1,18115.2307692308
"987","Coronary heart disease","ASYLD per 100000",2016,51960,276.264248303547,256.710834905006,296.126112854603,10.0270014264272,3.62949657366086,1,7716
"988","Coronary heart disease","ASYLD per 100000",2016,52030,672.809058161081,605.523026804894,739.4545938582,34.5475898873624,5.13482829464095,1,2141.23076923077
"989","Coronary heart disease","ASYLD per 100000",2016,52100,480.94664868928,433.220881091219,528.393307055467,24.41326772131,5.07608646153233,1,2295.53846153846
"990","Coronary heart disease","ASYLD per 100000",2016,52170,304.440552137075,289.75535181476,319.060822016704,7.45831309508318,2.44984219176066,1,16421.6923076923
"991","Coronary heart disease","ASYLD per 100000",2016,52240,434.714015752455,388.886198315952,483.044107211421,24.2837274819342,5.5861386111283,1,2197.84615384615
"992","Coronary heart disease","ASYLD per 100000",2016,52310,633.558281504898,565.391542028725,700.604057580539,34.3961826596998,5.42904791300308,1,1750.30769230769
"993","Coronary heart disease","ASYLD per 100000",2016,52380,910.026578062065,755.497293050246,1075.57337771147,82.3534804405425,9.04956870775327,1,462.769230769231
"994","Coronary heart disease","ASYLD per 100000",2016,52450,300.627473641401,270.061752766082,334.8404344787,16.6262629366108,5.5305201268608,1,2779.69230769231
"995","Coronary heart disease","ASYLD per 100000",2016,52520,241.021633475627,214.044372290265,270.587068411697,14.5014009508466,6.01663873144112,0.8494375,2765.84615384615
